#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 33138
9.00 0 0 0 8.875 9.125 60183
9.25 0 3.45234e-06 0 9.125 9.375 289562
9.50 6.29225e-05 0.000218992 7.59823e-06 9.375 9.625 1.19194e+06
9.75 0.000482303 0.00209819 8.01682e-06 9.625 9.875 3.12874e+06
10.00 0.00060057 0.00335784 -1.59846e-05 9.875 10.125 3.82803e+06
10.25 0.00036235 0.0023066 -5.43179e-05 10.125 10.375 2.64109e+06
10.50 0.00057621 0.00162876 8.00313e-05 10.375 10.625 1.63656e+06
10.75 0.00230776 0.00350848 0.00120773 10.625 10.875 1.00704e+06
11.00 0.0075572 0.0072092 0.00393858 10.875 11.125 600222
11.25 0.0218597 0.0127288 0.0102638 11.125 11.375 347351
11.50 0.0565548 0.017754 0.0230698 11.375 11.625 200266
11.75 0.124695 0.0193183 0.0445976 11.625 11.875 115081
12.00 0.230495 0.0181772 0.0653672 11.875 12.125 65394
12.25 0.347428 0.0179537 0.0743291 12.125 12.375 36681
12.50 0.423735 0.0222709 0.0707303 12.375 12.625 20291
12.75 0.438213 0.0272699 0.0736549 12.625 12.875 10876
13.00 0.394437 0.0388611 0.0858296 12.875 13.125 5608
13.25 0.303063 0.0502967 0.0831693 13.125 13.375 2808
13.50 0.212999 0.0334797 0.062411 13.375 13.625 1277
13.75 0.194444 0.024686 0.0593567 13.625 13.875 576
14.00 0.165829 0.0201005 0.0502513 13.875 14.125 199
14.25 0.132075 0.0377358 0.0188679 14.125 14.375 53
14.50 0.2 0 0 14.375 14.625 10
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
