#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 113818
9.00 0 0 0 8.875 9.125 192232
9.25 0 0 0 9.125 9.375 756076
9.50 4.08275e-07 4.06864e-06 1.19996e-09 9.375 9.625 2.44933e+06
9.75 4.81268e-06 2.48829e-05 1.11262e-06 9.625 9.875 4.57126e+06
10.00 8.75571e-06 5.63647e-05 1.32502e-06 9.875 10.125 3.99739e+06
10.25 2.31351e-06 4.85053e-05 -3.13693e-07 10.125 10.375 2.59346e+06
10.50 1.25176e-06 2.17406e-05 2.30893e-08 10.375 10.625 1.59775e+06
10.75 1.06076e-05 5.57545e-05 1.06076e-05 10.625 10.875 942717
11.00 7.71301e-05 0.000287609 7.71301e-05 10.875 11.125 518604
11.25 0.000355273 0.000787577 0.000355273 11.125 11.375 281474
11.50 0.00138506 0.00237277 0.00136582 11.375 11.625 151618
11.75 0.00496389 0.00563138 0.00475377 11.625 11.875 80179
12.00 0.0149562 0.0119393 0.0138994 11.875 12.125 41120
12.25 0.0312161 0.0157937 0.026581 12.125 12.375 20278
12.50 0.05499 0.0228857 0.0420017 12.375 12.625 9529
12.75 0.0706134 0.0227422 0.0513872 12.625 12.875 4206
13.00 0.0694526 0.0229547 0.0494408 12.875 13.125 1699
13.25 0.0469012 0.0251256 0.0301508 13.125 13.375 597
13.50 0.0327869 0.0163934 0.0218579 13.375 13.625 183
13.75 0.05 0.025 0 13.625 13.875 40
14.00 0 0 0 13.875 14.125 5
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
