#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.81098e-05 3.81098e-05 3.81098e-05 8.625 8.875 26240
9.00 2.15109e-05 0 2.15109e-05 8.875 9.125 46488
9.25 0 4.63222e-06 0 9.125 9.375 215816
9.50 9.18692e-05 0.000155192 1.7138e-05 9.375 9.625 772838
9.75 0.00133472 0.0023129 5.59791e-05 9.625 9.875 2.09856e+06
10.00 0.00229951 0.00441595 0.00026864 9.875 10.125 3.20895e+06
10.25 0.00351441 0.00455699 0.00104864 10.125 10.375 2.37138e+06
10.50 0.00823129 0.00509476 0.00271684 10.375 10.625 1.49952e+06
10.75 0.0228199 0.0101779 0.00651343 10.625 10.875 932299
11.00 0.0541613 0.0179718 0.0141014 10.875 11.125 575522
11.25 0.111487 0.0226527 0.0286382 11.125 11.375 343376
11.50 0.21183 0.0276652 0.0494651 11.375 11.625 203446
11.75 0.361115 0.0210853 0.0682175 11.625 11.875 120294
12.00 0.527151 0.0157959 0.0683209 11.875 12.125 70606
12.25 0.66995 0.00617659 0.0553572 12.125 12.375 41224
12.50 0.738739 0.00858235 0.0407941 12.375 12.625 23865
12.75 0.737015 0.0123725 0.0462577 12.625 12.875 13670
13.00 0.672184 0.0350294 0.0668939 12.875 13.125 7733
13.25 0.574276 0.0375894 0.0834889 13.125 13.375 4214
13.50 0.454829 0.0480538 0.0763052 13.375 13.625 2247
13.75 0.354895 0.0475439 0.067931 13.625 13.875 1144
14.00 0.278409 0.0272513 0.0597779 13.875 14.125 528
14.25 0.257261 0.0290456 0.0572614 14.125 14.375 241
14.50 0.190476 0.0514593 0 14.375 14.625 63
14.75 0.269231 0.0384615 0 14.625 14.875 26
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
