#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 28638
9.00 0 1.96963e-05 0 8.875 9.125 50769
9.25 0 0 0 9.125 9.375 242355
9.50 6.83314e-05 0.000212188 -3.86311e-06 9.375 9.625 936612
9.75 0.000679437 0.00259134 -5.67488e-05 9.625 9.875 2.62276e+06
10.00 0.000958731 0.00404169 -0.000100413 9.875 10.125 3.58808e+06
10.25 0.000880529 0.00325183 -4.80906e-06 10.125 10.375 2.53938e+06
10.50 0.00188476 0.00320166 0.000406644 10.375 10.625 1.58429e+06
10.75 0.00637207 0.00723754 0.00210331 10.625 10.875 977548
11.00 0.0183993 0.0135659 0.00618979 10.875 11.125 595294
11.25 0.0465544 0.0210069 0.0157386 11.125 11.375 348259
11.50 0.106265 0.0223766 0.0316804 11.375 11.625 203849
11.75 0.209307 0.0234864 0.0544758 11.625 11.875 118467
12.00 0.347001 0.0181404 0.0665536 11.875 12.125 68703
12.25 0.48955 0.0134187 0.0685719 12.125 12.375 39473
12.50 0.571933 0.0165151 0.0555433 12.375 12.625 22104
12.75 0.574859 0.0235369 0.0642602 12.625 12.875 12410
13.00 0.511635 0.0454312 0.0788854 12.875 13.125 6704
13.25 0.426937 0.0490774 0.0864325 13.125 13.375 3497
13.50 0.303118 0.0499587 0.0703044 13.375 13.625 1732
13.75 0.232558 0.0440636 0.060779 13.625 13.875 817
14.00 0.22807 0.0204678 0.0550496 13.875 14.125 342
14.25 0.18254 0.0238095 0.0396825 14.125 14.375 126
14.50 0.133333 0.0666667 0 14.375 14.625 30
14.75 0 0 0 14.625 14.875 3
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
