#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 64860
9.00 0 0 0 8.875 9.125 114319
9.25 0 0 0 9.125 9.375 503412
9.50 1.57415e-05 8.47356e-05 3.30558e-06 9.375 9.625 1.84226e+06
9.75 8.05924e-05 0.00054068 4.97163e-06 9.625 9.875 3.9706e+06
10.00 0.000120564 0.000969069 0 9.875 10.125 4.05593e+06
10.25 5.61458e-05 0.000636765 3.11218e-07 10.125 10.375 2.70724e+06
10.50 4.13452e-05 0.000325889 1.10297e-05 10.375 10.625 1.66888e+06
10.75 0.000224827 0.000570016 0.000195974 10.625 10.875 1.01412e+06
11.00 0.000924333 0.00155678 0.000777452 10.875 11.125 578796
11.25 0.00360807 0.00373345 0.00285902 11.125 11.375 324273
11.50 0.0107721 0.00774199 0.00784232 11.375 11.625 181580
11.75 0.0313321 0.0117727 0.0217929 11.625 11.875 100504
12.00 0.0737019 0.0147351 0.0435124 11.875 12.125 54734
12.25 0.129039 0.0240293 0.0629212 12.125 12.375 28937
12.50 0.179292 0.0265104 0.0740189 12.375 12.625 15009
12.75 0.200325 0.0293428 0.0725073 12.625 12.875 7388
13.00 0.185768 0.0322176 0.0765981 12.875 13.125 3429
13.25 0.125514 0.0404664 0.0569273 13.125 13.375 1458
13.50 0.09839 0.0234738 0.0500029 13.375 13.625 559
13.75 0.0959596 0.020202 0.050505 13.625 13.875 198
14.00 0.05 0.05 0 13.875 14.125 40
14.25 0 0 0 14.125 14.375 5
14.50 0 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
