#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 105781
9.00 0 0 0 8.875 9.125 178759
9.25 0 0 0 9.125 9.375 715668
9.50 1.69411e-06 5.5023e-06 8.48078e-07 9.375 9.625 2.36112e+06
9.75 8.00132e-06 3.79451e-05 1.98477e-06 9.625 9.875 4.49926e+06
10.00 1.02032e-05 9.05013e-05 2.96482e-07 9.875 10.125 4.01835e+06
10.25 3.81564e-06 7.54724e-05 3.6849e-07 10.125 10.375 2.62079e+06
10.50 3.09456e-06 3.53806e-05 1.34787e-07 10.375 10.625 1.61574e+06
10.75 1.25189e-05 8.23711e-05 1.15426e-05 10.625 10.875 958548
11.00 0.000103758 0.000350143 0.000101947 10.875 11.125 530078
11.25 0.000559868 0.00100672 0.000559868 11.125 11.375 289354
11.50 0.00195339 0.00274449 0.00189736 11.375 11.625 156651
11.75 0.00624217 0.00632714 0.00594741 11.625 11.875 83785
12.00 0.0191553 0.0123245 0.0173798 11.875 12.125 43330
12.25 0.038607 0.0171381 0.0311159 12.125 12.375 21680
12.50 0.0669561 0.0267668 0.048783 12.375 12.625 10365
12.75 0.0838948 0.0232558 0.0576019 12.625 12.875 4601
13.00 0.0816008 0.0266198 0.0540541 12.875 13.125 1924
13.25 0.0546763 0.0258993 0.0373602 13.125 13.375 695
13.50 0.0517241 0.012931 0.0344828 13.375 13.625 232
13.75 0.0384615 0.0384615 0 13.625 13.875 52
14.00 0 0 0 13.875 14.125 5
14.25 0 0 0 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
