#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 39081
9.00 0 0 0 8.875 9.125 70160
9.25 2.98609e-06 2.98525e-06 1.29239e-09 9.125 9.375 334886
9.50 4.89944e-05 0.000197112 5.97433e-06 9.375 9.625 1.34709e+06
9.75 0.000372742 0.00176555 1.3813e-05 9.625 9.875 3.34548e+06
10.00 0.000475522 0.00282652 -8.91907e-06 9.875 10.125 3.91149e+06
10.25 0.000237359 0.00193952 -2.97944e-05 10.125 10.375 2.67527e+06
10.50 0.000319821 0.00115353 4.46742e-05 10.375 10.625 1.65405e+06
10.75 0.00138076 0.00258876 0.000884843 10.625 10.875 1.01611e+06
11.00 0.00474252 0.00590644 0.00290372 10.875 11.125 599259
11.25 0.0149199 0.00930654 0.00816205 11.125 11.375 343770
11.50 0.0406731 0.0137318 0.0190799 11.375 11.625 197108
11.75 0.0949883 0.0160319 0.0389479 11.625 11.875 112277
12.00 0.182236 0.0194876 0.0626209 11.875 12.125 63308
12.25 0.28538 0.0188311 0.0751176 12.125 12.375 35069
12.50 0.355961 0.0293115 0.0729397 12.375 12.625 19151
12.75 0.375213 0.0266304 0.0769722 12.625 12.875 9997
13.00 0.333007 0.034116 0.086031 12.875 13.125 5111
13.25 0.25641 0.0466817 0.079293 13.125 13.375 2457
13.50 0.175601 0.0295749 0.0563771 13.375 13.625 1082
13.75 0.16129 0.0146356 0.0654959 13.625 13.875 434
14.00 0.111111 0.037037 0.0308642 13.875 14.125 162
14.25 0.0666667 0.0333333 0 14.125 14.375 30
14.50 0 0 0 14.375 14.625 4
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
