#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 77765
9.00 0 0 0 8.875 9.125 136150
9.25 0 0 0 9.125 9.375 574113
9.50 6.90222e-06 4.9045e-05 1.97878e-06 9.375 9.625 2.02833e+06
9.75 3.18382e-05 0.000243518 2.99155e-06 9.625 9.875 4.17737e+06
10.00 5.09826e-05 0.000476139 3.74764e-06 9.875 10.125 4.06021e+06
10.25 2.37868e-05 0.000368771 0 10.125 10.375 2.69057e+06
10.50 1.74832e-05 0.000161074 5.67107e-06 10.375 10.625 1.65873e+06
10.75 8.49116e-05 0.000244241 7.8469e-05 10.625 10.875 1.00104e+06
11.00 0.000361292 0.000931804 0.000334811 10.875 11.125 564640
11.25 0.00179487 0.00227036 0.00163417 11.125 11.375 313114
11.50 0.00594848 0.00529345 0.00504803 11.375 11.625 173994
11.75 0.0177995 0.00967355 0.014765 11.625 11.875 95171
12.00 0.0466034 0.012272 0.0344031 11.875 12.125 50919
12.25 0.0878875 0.0221024 0.053315 12.125 12.375 26386
12.50 0.131907 0.0268716 0.0664868 12.375 12.625 13411
12.75 0.150512 0.0307476 0.0698645 12.625 12.875 6345
13.00 0.142453 0.0338719 0.0724143 12.875 13.125 2829
13.25 0.0920034 0.0343938 0.0464316 13.125 13.375 1163
13.50 0.0960187 0.0161308 0.0540607 13.375 13.625 427
13.75 0.0390625 0.03125 0.0234375 13.625 13.875 128
14.00 0 0.0454545 0 13.875 14.125 22
14.25 0 0 0 14.125 14.375 3
14.50 0 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
