#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 87595
9.00 0 0 0 8.875 9.125 150185
9.25 0 0 0 9.125 9.375 623359
9.50 2.32716e-06 2.17885e-05 4.71061e-07 9.375 9.625 2.14854e+06
9.75 1.78977e-05 0.000119454 2.49884e-06 9.625 9.875 4.30222e+06
10.00 2.41843e-05 0.000262816 9.99244e-07 9.875 10.125 4.05221e+06
10.25 1.61001e-05 0.000207384 6.32961e-07 10.125 10.375 2.6708e+06
10.50 5.46303e-06 8.83808e-05 -2.55302e-07 10.375 10.625 1.64744e+06
10.75 3.5404e-05 0.000138497 3.16942e-05 10.625 10.875 988589
11.00 0.000216662 0.000547052 0.000211376 10.875 11.125 553858
11.25 0.00103574 0.00160984 0.00100986 11.125 11.375 305096
11.50 0.00363362 0.00414898 0.0033243 11.375 11.625 168152
11.75 0.0112529 0.00885069 0.0100717 11.625 11.875 91354
12.00 0.0324566 0.0111506 0.0270652 11.875 12.125 48249
12.25 0.0613112 0.0205179 0.0427838 12.125 12.375 24710
12.50 0.0989305 0.0277891 0.0604004 12.375 12.625 12342
12.75 0.113573 0.0288112 0.0655311 12.625 12.875 5732
13.00 0.106116 0.0331554 0.059962 12.875 13.125 2469
13.25 0.0766129 0.0313588 0.0423387 13.125 13.375 992
13.50 0.0775862 0.019835 0.0488506 13.375 13.625 348
13.75 0.0416667 0.0208333 0.0208333 13.625 13.875 96
14.00 0 0.0588235 0 13.875 14.125 17
14.25 0 0 0 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
