#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 193801
9.00 0 0 0 8.875 9.125 310864
9.25 0 0 0 9.125 9.375 1.09242e+06
9.50 0 0 0 9.375 9.625 3.15439e+06
9.75 0 0 0 9.625 9.875 4.77723e+06
10.00 2.74703e-07 0 2.74703e-07 9.875 10.125 3.64029e+06
10.25 0 4.55107e-07 0 10.125 10.375 2.20637e+06
10.50 0 0 0 10.375 10.625 1.29753e+06
10.75 0 4.3293e-06 0 10.625 10.875 704831
11.00 0 1.57686e-05 0 10.875 11.125 368319
11.25 0 6.7992e-05 0 11.125 11.375 186815
11.50 2.18357e-05 0.000182602 2.18357e-05 11.375 11.625 91593
11.75 4.61968e-05 0.000459086 4.61968e-05 11.625 11.875 43293
12.00 0.000359251 0.000766818 0.000359251 11.875 12.125 19485
12.25 0.00109237 0.00303685 0.00109237 12.125 12.375 8239
12.50 0.00251969 0.00534937 0.00251969 12.375 12.625 3175
12.75 0.009 0.004 0.009 12.625 12.875 1000
13.00 0.0060241 0.00301205 0.0060241 12.875 13.125 332
13.25 0 0.015873 0 13.125 13.375 63
13.50 0 0 0 13.375 13.625 13
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
