#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 27674
9.00 0 0 0 8.875 9.125 48846
9.25 4.34664e-06 4.34256e-06 2.77578e-09 9.125 9.375 230063
9.50 6.67737e-05 0.000182365 0 9.375 9.625 853629
9.75 0.000862398 0.00258392 -6.19183e-05 9.625 9.875 2.36202e+06
10.00 0.0013043 0.00421495 -6.82876e-05 9.875 10.125 3.4371e+06
10.25 0.00150468 0.00404209 0.000103596 10.125 10.375 2.4703e+06
10.50 0.00352054 0.00412606 0.000955657 10.375 10.625 1.54862e+06
10.75 0.0110759 0.00887439 0.00330578 10.625 10.875 959108
11.00 0.0294859 0.0162744 0.00864111 10.875 11.125 588485
11.25 0.0687255 0.0238682 0.0196604 11.125 11.375 345985
11.50 0.144209 0.0286637 0.0383989 11.375 11.625 204169
11.75 0.267559 0.0256487 0.0623626 11.625 11.875 119398
12.00 0.423233 0.0181468 0.0704523 11.875 12.125 69704
12.25 0.570382 0.00870091 0.0639341 12.125 12.375 40422
12.50 0.648354 0.0112705 0.0509337 12.375 12.625 22807
12.75 0.650479 0.0201479 0.0532882 12.625 12.875 13035
13.00 0.58069 0.0426994 0.0747356 12.875 13.125 7250
13.25 0.490448 0.0484794 0.0877647 13.125 13.375 3821
13.50 0.363357 0.055499 0.0720106 13.375 13.625 1954
13.75 0.293086 0.0450736 0.0651064 13.625 13.875 969
14.00 0.241218 0.0310827 0.0534244 13.875 14.125 427
14.25 0.197674 0.0245478 0.0397797 14.125 14.375 172
14.50 0.179487 0.0573549 0.0215925 14.375 14.625 39
14.75 0.1 0.1 0 14.625 14.875 10
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
