#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 60455
9.00 0 0 0 8.875 9.125 107458
9.25 0 2.09435e-06 0 9.125 9.375 477419
9.50 1.86143e-05 0.00010096 2.30276e-06 9.375 9.625 1.77283e+06
9.75 0.000107959 0.000671243 3.39425e-06 9.625 9.875 3.89035e+06
10.00 0.000159608 0.00122405 0 9.875 10.125 4.04741e+06
10.25 7.71555e-05 0.000796351 -1.2532e-06 10.125 10.375 2.70881e+06
10.50 6.22288e-05 0.000388384 1.76276e-05 10.375 10.625 1.67125e+06
10.75 0.000275238 0.000753448 0.000230032 10.625 10.875 1.0173e+06
11.00 0.00121559 0.0020004 0.000974055 10.875 11.125 582434
11.25 0.00447546 0.00461855 0.0033866 11.125 11.375 328011
11.50 0.0134331 0.00907359 0.00916756 11.375 11.625 184097
11.75 0.0374676 0.0126729 0.023723 11.625 11.875 102462
12.00 0.0847539 0.0164895 0.0463085 11.875 12.125 56021
12.25 0.148373 0.0244383 0.0668694 12.125 12.375 29864
12.50 0.200436 0.0276633 0.0739007 12.375 12.625 15606
12.75 0.219396 0.0326337 0.0738122 12.625 12.875 7744
13.00 0.203423 0.0332817 0.0815588 12.875 13.125 3623
13.25 0.139785 0.0392157 0.0575585 13.125 13.375 1581
13.50 0.10467 0.0241546 0.0512718 13.375 13.625 621
13.75 0.0948276 0.0215517 0.0558665 13.625 13.875 232
14.00 0.0588235 0.0196078 0 13.875 14.125 51
14.25 0 0.125 0 14.125 14.375 8
14.50 0 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
