#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.85238e-05 0 8.625 8.875 25958
9.00 0 0 0 8.875 9.125 46433
9.25 0 4.59443e-06 0 9.125 9.375 217548
9.50 8.52064e-05 0.000167661 5.48357e-06 9.375 9.625 786326
9.75 0.00119691 0.00240931 2.0492e-05 9.625 9.875 2.14637e+06
10.00 0.00199377 0.00456352 0.000166688 9.875 10.125 3.26517e+06
10.25 0.00287772 0.0047728 0.000770436 10.125 10.375 2.39495e+06
10.50 0.00689707 0.0050812 0.00229737 10.375 10.625 1.51064e+06
10.75 0.019614 0.0103834 0.00540031 10.625 10.875 938258
11.00 0.0474565 0.0184413 0.0120463 10.875 11.125 578951
11.25 0.10086 0.0234412 0.0266976 11.125 11.375 344479
11.50 0.19563 0.0286624 0.0466156 11.375 11.625 203798
11.75 0.340134 0.0216556 0.0675689 11.625 11.875 120282
12.00 0.504934 0.0158509 0.0695358 11.875 12.125 70524
12.25 0.651656 0.00459158 0.0589359 12.125 12.375 41060
12.50 0.719441 0.00898063 0.0432482 12.375 12.625 23667
12.75 0.719619 0.0149083 0.0470972 12.625 12.875 13528
13.00 0.652367 0.0377498 0.0717179 12.875 13.125 7646
13.25 0.556227 0.0398615 0.0851108 13.125 13.375 4135
13.50 0.428636 0.044905 0.0738712 13.375 13.625 2200
13.75 0.339122 0.0480641 0.0643972 13.625 13.875 1094
14.00 0.263158 0.0331384 0.0541735 13.875 14.125 513
14.25 0.247788 0.0309734 0.0486726 14.125 14.375 226
14.50 0.142857 0.0535714 0 14.375 14.625 56
14.75 0.291667 0.0416667 0 14.625 14.875 24
15.00 0 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
