#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 37923
9.00 0 1.67165e-05 0 8.875 9.125 59823
9.25 1.21144e-05 2.42173e-05 4.04053e-06 9.125 9.375 247640
9.50 0.000243303 0.000109392 0.00015423 9.375 9.625 760370
9.75 0.00323668 0.00149025 0.00131851 9.625 9.875 1.91801e+06
10.00 0.00576909 0.0027311 0.00231956 9.875 10.125 2.93721e+06
10.25 0.00991123 0.00280201 0.0048558 10.125 10.375 2.25179e+06
10.50 0.0210694 0.00343081 0.00952497 10.375 10.625 1.44091e+06
10.75 0.0490648 0.00705838 0.0171292 10.625 10.875 899361
11.00 0.100436 0.0118337 0.0280712 10.875 11.125 556939
11.25 0.182754 0.0146688 0.0451207 11.125 11.375 335653
11.50 0.312269 0.0142596 0.0647257 11.375 11.625 200462
11.75 0.476617 0.0100212 0.0744364 11.625 11.875 119597
12.00 0.644164 0.00839877 0.0673755 11.875 12.125 70482
12.25 0.770169 0.00306994 0.0478257 12.125 12.375 41500
12.50 0.827661 -0.00107467 0.0350426 12.375 12.625 24359
12.75 0.823468 0.00582391 0.0386542 12.625 12.875 14326
13.00 0.76233 0.0152174 0.0554888 12.875 13.125 8070
13.25 0.672842 0.0179487 0.0770509 13.125 13.375 4588
13.50 0.543291 0.0299152 0.0764321 13.375 13.625 2437
13.75 0.448885 0.029879 0.083336 13.625 13.875 1301
14.00 0.352113 0.0175556 0.077818 13.875 14.125 639
14.25 0.293375 0.0197236 0.0633435 14.125 14.375 317
14.50 0.330508 0.0338983 0.0570042 14.375 14.625 118
14.75 0.261905 0.047619 0.0476191 14.625 14.875 42
15.00 0.333333 0 0.166667 14.875 15.125 6
15.25 0 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
