#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 2.30118e-05 0 8.625 8.875 43455
9.00 0 1.53603e-05 0 8.875 9.125 65118
9.25 2.30243e-05 3.06882e-05 1.53515e-05 9.125 9.375 260594
9.50 0.000288789 0.000141049 0.00020461 9.375 9.625 768728
9.75 0.00376264 0.00145998 0.00172791 9.625 9.875 1.89734e+06
10.00 0.00666829 0.00271232 0.00298233 9.875 10.125 2.90284e+06
10.25 0.0115294 0.00258313 0.00606354 10.125 10.375 2.23516e+06
10.50 0.024155 0.00337131 0.0117427 10.375 10.625 1.43217e+06
10.75 0.0544487 0.00607378 0.0199215 10.625 10.875 894511
11.00 0.109179 0.0113318 0.0315208 10.875 11.125 553896
11.25 0.195926 0.0115705 0.0484525 11.125 11.375 334468
11.50 0.328896 0.010188 0.0687186 11.375 11.625 200030
11.75 0.495501 0.00720057 0.0747887 11.625 11.875 119368
12.00 0.660318 0.00656992 0.0663922 11.875 12.125 70407
12.25 0.784521 0.00147599 0.0483923 12.125 12.375 41475
12.50 0.838852 -0.00191158 0.0359723 12.375 12.625 24431
12.75 0.835283 0.0046472 0.0387715 12.625 12.875 14358
13.00 0.775344 0.0129722 0.056879 12.875 13.125 8128
13.25 0.684875 0.0168377 0.076432 13.125 13.375 4595
13.50 0.562475 0.0230594 0.0812173 13.375 13.625 2489
13.75 0.462977 0.0273217 0.0842118 13.625 13.875 1337
14.00 0.366873 0.0193122 0.0827286 13.875 14.125 646
14.25 0.317757 0.0093458 0.0763777 14.125 14.375 321
14.50 0.338462 0.0307692 0.0538462 14.375 14.625 130
14.75 0.255814 0.0465116 0.0465116 14.625 14.875 43
15.00 0.333333 0 0.166667 14.875 15.125 6
15.25 0 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
