#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 35351
9.00 0 0 0 8.875 9.125 63854
9.25 3.25945e-06 3.25794e-06 1.7094e-09 9.125 9.375 306800
9.50 5.89337e-05 0.000200098 8.94649e-06 9.375 9.625 1.25565e+06
9.75 0.00042696 0.00196189 0 9.625 9.875 3.22044e+06
10.00 0.000547727 0.00307448 -2.86917e-06 9.875 10.125 3.86506e+06
10.25 0.000311339 0.00213959 -4.82878e-05 10.125 10.375 2.65627e+06
10.50 0.000445744 0.00141391 5.78501e-05 10.375 10.625 1.64444e+06
10.75 0.00188738 0.00309231 0.001102 10.625 10.875 1.01092e+06
11.00 0.0062219 0.00626144 0.00340043 10.875 11.125 600138
11.25 0.0186561 0.0110822 0.00926354 11.125 11.375 346214
11.50 0.0493487 0.0152492 0.0217795 11.375 11.625 199053
11.75 0.111788 0.0175065 0.042961 11.625 11.875 113966
12.00 0.210024 0.0170779 0.0632872 11.875 12.125 64645
12.25 0.320731 0.0186962 0.0733043 12.125 12.375 36024
12.50 0.391366 0.027345 0.0707689 12.375 12.625 19851
12.75 0.414581 0.0232031 0.076507 12.625 12.875 10466
13.00 0.367975 0.039331 0.0861735 12.875 13.125 5427
13.25 0.282216 0.0462214 0.0836527 13.125 13.375 2654
13.50 0.203642 0.0347682 0.0610221 13.375 13.625 1208
13.75 0.179435 0.0225847 0.0602436 13.625 13.875 496
14.00 0.142077 0.0273224 0.0437158 13.875 14.125 183
14.25 0.148936 0.0425532 0.0212766 14.125 14.375 47
14.50 0 0 0 14.375 14.625 7
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
