#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 32061
9.00 0 0 0 8.875 9.125 58364
9.25 0 3.56785e-06 0 9.125 9.375 280178
9.50 6.41897e-05 0.000206095 5.54004e-06 9.375 9.625 1.15283e+06
9.75 0.000506467 0.00222008 2.47821e-05 9.625 9.875 3.06831e+06
10.00 0.000646407 0.00347417 -1.22942e-05 9.875 10.125 3.80256e+06
10.25 0.000406499 0.00241313 -5.10066e-05 10.125 10.375 2.62977e+06
10.50 0.000662682 0.00177964 8.79333e-05 10.375 10.625 1.63125e+06
10.75 0.00262077 0.00389607 0.0013301 10.625 10.875 1.0039e+06
11.00 0.00853111 0.00773129 0.00423752 10.875 11.125 600508
11.25 0.0239776 0.0137103 0.0106549 11.125 11.375 347908
11.50 0.0613794 0.0192929 0.0245199 11.375 11.625 200833
11.75 0.133626 0.0204266 0.045957 11.625 11.875 115644
12.00 0.243749 0.0177036 0.0656116 11.875 12.125 65834
12.25 0.36453 0.0177367 0.0725093 12.125 12.375 37141
12.50 0.441185 0.0204012 0.068836 12.375 12.625 20556
12.75 0.457096 0.0268096 0.0723371 12.625 12.875 11083
13.00 0.409335 0.0401047 0.0859686 12.875 13.125 5763
13.25 0.312652 0.0510789 0.0838028 13.125 13.375 2885
13.50 0.227307 0.0348655 0.066887 13.375 13.625 1333
13.75 0.204959 0.0268294 0.0628099 13.625 13.875 605
14.00 0.152074 0.0138249 0.0414746 13.875 14.125 217
14.25 0.147541 0.0491803 0.0327869 14.125 14.375 61
14.50 0.181818 0 0 14.375 14.625 11
14.75 0 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
