#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.68528e-05 0 8.625 8.875 27135
9.00 2.13757e-05 0 2.13757e-05 8.875 9.125 46782
9.25 9.2599e-06 4.63703e-06 4.63083e-06 9.125 9.375 215985
9.50 0.000103569 0.000160583 2.64356e-05 9.375 9.625 762778
9.75 0.00151476 0.00226569 0.000129856 9.625 9.875 2.05709e+06
10.00 0.00268487 0.00441248 0.000448579 9.875 10.125 3.15546e+06
10.25 0.00424969 0.00432561 0.00132848 10.125 10.375 2.34911e+06
10.50 0.00981655 0.00503567 0.00326717 10.375 10.625 1.48851e+06
10.75 0.0264211 0.0103749 0.00767216 10.625 10.875 925890
11.00 0.0609973 0.0170729 0.0157364 10.875 11.125 572468
11.25 0.12276 0.0196929 0.0305327 11.125 11.375 342000
11.50 0.228576 0.0246795 0.0513153 11.375 11.625 203097
11.75 0.38099 0.0206052 0.0693782 11.625 11.875 120297
12.00 0.548054 0.0155444 0.0670066 11.875 12.125 70608
12.25 0.68935 0.00717407 0.0534023 12.125 12.375 41323
12.50 0.757241 0.00517696 0.0394701 12.375 12.625 23995
12.75 0.753824 0.0112411 0.0468319 12.625 12.875 13795
13.00 0.690227 0.0293955 0.0632755 12.875 13.125 7838
13.25 0.58877 0.0342693 0.0781513 13.125 13.375 4292
13.50 0.478525 0.0427056 0.077998 13.375 13.625 2305
13.75 0.362563 0.0445614 0.0720227 13.625 13.875 1186
14.00 0.299083 0.0238532 0.0605505 13.875 14.125 545
14.25 0.256917 0.031083 0.0553041 14.125 14.375 253
14.50 0.25 0.0526316 0.0131579 14.375 14.625 76
14.75 0.25 0.0357143 0 14.625 14.875 28
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
