#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 28521
9.00 0 1.97383e-05 0 8.875 9.125 50660
9.25 0 4.14279e-06 0 9.125 9.375 241249
9.50 6.57274e-05 0.000208813 -4.29914e-06 9.375 9.625 928075
9.75 0.000691538 0.0026617 -5.36299e-05 9.625 9.875 2.59856e+06
10.00 0.000983107 0.00404584 -9.10228e-05 9.875 10.125 3.5754e+06
10.25 0.000912513 0.00330941 0 10.125 10.375 2.53366e+06
10.50 0.00198475 0.00328909 0.000449472 10.375 10.625 1.58106e+06
10.75 0.00664754 0.00737589 0.00210692 10.625 10.875 976000
11.00 0.0191971 0.0135837 0.0063939 10.875 11.125 594881
11.25 0.0482448 0.0212269 0.016204 11.125 11.375 348079
11.50 0.109154 0.0232783 0.0322065 11.375 11.625 203923
11.75 0.213772 0.0227966 0.0548911 11.625 11.875 118617
12.00 0.353236 0.0181309 0.0666789 11.875 12.125 68801
12.25 0.495285 0.0129274 0.0676659 12.125 12.375 39557
12.50 0.578594 0.0154628 0.0553665 12.375 12.625 22190
12.75 0.581777 0.024105 0.0628446 12.625 12.875 12479
13.00 0.515475 0.0455517 0.0779005 12.875 13.125 6753
13.25 0.431495 0.0497867 0.0880206 13.125 13.375 3518
13.50 0.310658 0.0504064 0.0730508 13.375 13.625 1764
13.75 0.236715 0.0457093 0.0599595 13.625 13.875 828
14.00 0.229226 0.025788 0.053939 13.875 14.125 349
14.25 0.173228 0.023622 0.0393701 14.125 14.375 127
14.50 0.151515 0.0606061 0 14.375 14.625 33
14.75 0 0 0 14.625 14.875 3
15.00 0 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
