#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.399872.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -9.37943 0.0728827 0.0963917 -8.94454 0.100193 0.0932598 -9.7875 0.09095 0.119756 -9.40994 0.0807266 0.10163 -8.97602 0.0799923 0.0958166 -9.81735 0.0995626 0.121959 -9.41786 0.0902929 0.0998096 -8.9801 0.0871058 0.08846 -9.83655 0.105758 0.117211 7.2 7.4 584825 24884 12097 1587
7.5 -9.30691 0.0706186 0.0945368 -8.7842 0.0939159 0.10634 -9.71535 0.0809031 0.118787 -9.33677 0.0734873 0.105363 -8.84797 0.104813 0.103203 -9.75739 0.0936403 0.114054 -9.34158 0.0729818 0.101003 -8.85966 0.0866213 0.0932865 -9.75858 0.0988235 0.125869 7.4 7.6 481281 24902 11405 1649
7.7 -9.23448 0.0589418 0.0836315 -8.66878 0.0788078 0.0874681 -9.65003 0.0741272 0.101996 -9.26029 0.0608368 0.098856 -8.65336 0.12013 0.120081 -9.67517 0.0834084 0.115698 -9.24408 0.0683432 0.0942192 -8.63703 0.096796 0.123818 -9.66859 0.0830307 0.116471 7.6 7.8 396231 25143 11294 1631
7.9 -9.19262 0.0523357 0.0673504 -8.63217 0.0611124 0.0678644 -9.59813 0.0674601 0.0894947 -9.19465 0.0491085 0.0786562 -8.53632 0.0805826 0.0855217 -9.61352 0.0718737 0.0863428 -9.17768 0.0483313 0.0716171 -8.47895 0.045742 0.0623312 -9.63155 0.0763159 0.0815372 7.8 8 322012 24287 10716 1545
8.1 -9.17163 0.0447111 0.060297 -8.6427 0.050951 0.0511484 -9.55944 0.0563784 0.0752373 -9.17293 0.0434198 0.0602551 -8.52854 0.0662918 0.0711937 -9.57324 0.0589504 0.0769949 -9.17264 0.040719 0.0551357 -8.4583 0.0494556 0.0504189 -9.57074 0.0625849 0.0751629 8 8.2 256749 21647 9625 1358
8.3 -9.14714 0.0374537 0.0555382 -8.65752 0.0440474 0.0482817 -9.52482 0.0498352 0.0650272 -9.15006 0.0413685 0.0574226 -8.53811 0.0638542 0.0668354 -9.54363 0.0488482 0.0696239 -9.15339 0.0344086 0.0475187 -8.48396 0.0503855 0.0561018 -9.53235 0.0519686 0.0661516 8.2 8.4 202184 18615 7908 1195
8.5 -9.13413 0.0385923 0.0504551 -8.67232 0.0448446 0.0431728 -9.48873 0.0410595 0.0615292 -9.12547 0.0410357 0.0409117 -8.52695 0.0569248 0.0594769 -9.502 0.0482731 0.0614672 -9.11977 0.0312672 0.0440483 -8.51698 0.0362797 0.043169 -9.49364 0.0399551 0.0649281 8.4 8.6 157573 15921 6667 966
8.7 -9.11457 0.0357609 0.0447493 -8.67436 0.0362616 0.0422153 -9.4651 0.0357533 0.0539722 -9.09883 0.0337973 0.0412016 -8.55612 0.0457268 0.0429602 -9.47361 0.0392189 0.0575724 -9.09779 0.0346117 0.04245 -8.5622 0.0370436 0.0345535 -9.49175 0.0368195 0.0591736 8.6 8.8 124761 13593 5662 787
8.9 -9.10029 0.0316534 0.0372076 -8.67634 0.0379448 0.0379553 -9.44428 0.0335999 0.0501394 -9.07519 0.0340328 0.0361671 -8.5493 0.0530281 0.0494728 -9.42846 0.0350056 0.0520916 -9.042 0.026722 0.0383034 -8.52664 0.0402565 0.0374165 -9.41614 0.0364923 0.058075 8.8 9 97093 10680 4742 684
9.1 -9.07475 0.0298977 0.0352058 -8.64648 0.0388794 0.034338 -9.41759 0.0331631 0.043746 -9.04785 0.0296478 0.0302258 -8.55584 0.0448503 0.0444155 -9.41303 0.0363951 0.0405397 -9.03103 0.0267239 0.0318966 -8.49343 0.0259228 0.0321054 -9.39424 0.0289946 0.0540428 9 9.2 75727 8048 3899 514
9.3 -9.04601 0.0258942 0.0304518 -8.62115 0.0343599 0.0354843 -9.39045 0.0319443 0.040802 -9.03139 0.0278511 0.0329914 -8.52821 0.0399475 0.0344706 -9.39316 0.0374222 0.0418129 -9.01759 0.025547 0.0306835 -8.49547 0.0286427 0.0379963 -9.41582 0.0289545 0.0493612 9.2 9.4 58370 5489 3311 445
9.5 -9.00985 0.0254879 0.0326853 -8.58376 0.0253801 0.0280514 -9.37221 0.029561 0.0335159 -9.02356 0.0287714 0.0260086 -8.56928 0.0317116 0.0322342 -9.37839 0.03514 0.0513687 -8.97794 0.0239944 0.0288763 -8.43955 0.0453157 0.044446 -9.36127 0.0378408 0.0647974 9.4 9.6 46061 3477 2874 364
9.7 -8.98114 0.0219526 0.0286551 -8.56221 0.0279369 0.030817 -9.33352 0.023447 0.0381041 -8.99225 0.0237007 0.0236969 -8.54461 0.0322056 0.0341511 -9.3857 0.0363607 0.0662298 -8.94625 0.0229168 0.0325003 -8.47909 0.0303087 0.0329332 -9.29978 0.0380344 0.052906 9.6 9.8 36525 2049 2496 322
9.9 -8.94 0.0209703 0.0271044 -8.48889 0.021018 0.0308723 -9.29211 0.0216236 0.0386381 -8.96 0.0221272 0.0237207 -8.54523 0.0226297 0.0251226 -9.40306 0.0492334 0.123795 -8.99531 0.0261946 0.0265627 -8.53967 0.0356312 0.0522833 -9.41106 0.0482388 0.127148 9.8 10 30024 1143 2174 253
10.1 -8.89706 0.0220585 0.0257988 -8.42468 0.0348387 0.0405903 -9.27604 0.0243015 0.0365438 -8.95524 0.0231266 0.0200119 -8.55706 0.0249863 0.0249195 -9.45086 0.0699129 1.56199 -8.97321 0.0520601 0.0467863 -8.52398 0.0742188 0.0672474 -9.43285 0.0754004 1.87791 10 10.2 26185 581 2043 251
10.3 -8.81563 0.0245543 0.0288191 -8.30369 0.0402231 0.0383339 -9.22056 0.033227 0.068615 -8.95466 0.0230932 0.0222406 -8.55749 0.0213833 0.016942 -11.0592 1.57974 0.450459 -9.00833 0.0291662 0.0393944 -8.52208 0.0505438 0.0407524 -11.3937 1.85215 0.36822 10.2 10.4 23300 272 1967 256
10.5 -8.7425 0.0300007 0.0432138 -8.30378 0.032423 0.0199413 -9.14788 0.0536137 0.0777149 -8.95054 0.0235872 0.0293865 -8.54257 0.0214024 0.0207634 -11.4115 0.380449 0.174456 -9.03438 0.046875 0.0517359 -8.50129 0.0648603 0.0542698 -11.8307 0.143351 0.0790653 10.4 10.6 20296 131 1719 230
10.7 -8.68125 0.09375 0.09375 -8.31701 0.104505 0.0448322 -9.2975 0.060482 0.10282 -8.97463 0.0309753 0.0323849 -8.55698 0.0274963 0.0278406 -11.4576 0.183893 0.130394 -9.03889 0.0555553 0.0527782 -8.47794 0.0430164 0.0555763 -11.8183 0.0851784 0.0653849 10.6 10.8 16656 52 1411 229
10.9 -8.58333 0.0500002 0.041667 -8.06659 0.0963945 0.184135 -9.28894 0.121395 0.110336 -9.01702 0.0420208 0.0454788 -8.56918 0.0271597 0.0217295 -11.5018 0.129409 0.0848503 -9.3 0.1 0.175 -8.47476 0.0328712 0.0435104 -11.9627 0.0501728 0.0474243 10.8 11 11213 16 944 171
11.1 -8.6 0.0750008 0.174999 -7.92933 0.0606976 0.485335 -8.98894 0.0762014 0.265865 -9.06071 0.0449257 0.0378151 -8.57329 0.0198555 0.0233736 -11.2389 0.449063 0.158054 -9.24167 0.0666666 0.158333 -8.63294 0.0463476 0.039423 -11.9647 0.0661602 0.0438757 11 11.2 5706 10 379 95
11.3 -8.975 1.3 5.025 -8.95793 1.3 5.04207 -8.99207 1.3 5.00793 -9.05625 0.0562496 0.0562506 -8.48294 0.0428724 0.0366564 -11.3774 0.542067 0.133899 -9.6375 0.2375 1.4125 -8.78221 0.134135 0.216828 -12.0386 0.0876217 0.123437 11.2 11.4 2081 1 108 44
